Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2016,Rio,Rowing,Rowing,Richard Schmidt,GER,Men,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Hannes Ocik,GER,Men,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Martin Sauer,GER,Men,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Kaj Hendriks,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Robert Lücken,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Boaz Meylink,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Boudewijn Röell,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Olivier Siegelaar,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Dirk Uittenbogaard,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Mechiel Versluis,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Tone Wieten,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Peter Wiersum,NED,Men,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Emily Regan,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Kerry Simmonds,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Amanda Polk,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Lauren Schmetterling,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Tessa Gobbo,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Meghan Musnicki,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Elle Logan,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Amanda Elmore,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Katelin Snyder,USA,Women,Eight With Coxswain,Gold
2016,Rio,Rowing,Rowing,Katie Greves,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Melanie Wilson,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Frances Houghton,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Polly Swann,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Jessica Eddie,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Olivia Carnegie-Brown,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Karen Bennett,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Zoe Lee,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Zoe De Toledo,GBR,Women,Eight With Coxswain,Silver
2016,Rio,Rowing,Rowing,Roxana Cogianu,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Ioana Strungaru,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Mihaela Petril_,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Iuliana Popa,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,M_d_lina Beres,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Laura Oprea,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Adelina Bogu_,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Andreea Boghian,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Daniela Druncea,ROU,Women,Eight With Coxswain,Bronze
2016,Rio,Rowing,Rowing,Lucas Tramèr,SUI,Men,Lightweight 4,Gold
2016,Rio,Rowing,Rowing,Simon Schürch,SUI,Men,Lightweight 4,Gold
2016,Rio,Rowing,Rowing,Simon Niepmann,SUI,Men,Lightweight 4,Gold
2016,Rio,Rowing,Rowing,Mario Gyr,SUI,Men,Lightweight 4,Gold
2016,Rio,Rowing,Rowing,Jacob Barsøe,DEN,Men,Lightweight 4,Silver
2016,Rio,Rowing,Rowing,Jacob Larsen,DEN,Men,Lightweight 4,Silver
2016,Rio,Rowing,Rowing,Kasper Winther Jørgensen,DEN,Men,Lightweight 4,Silver
2016,Rio,Rowing,Rowing,Morten Jørgensen,DEN,Men,Lightweight 4,Silver
2016,Rio,Rowing,Rowing,Franck Solforosi,FRA,Men,Lightweight 4,Bronze
2016,Rio,Rowing,Rowing,Thomas Baroukh,FRA,Men,Lightweight 4,Bronze
2016,Rio,Rowing,Rowing,Guillaume Raineau,FRA,Men,Lightweight 4,Bronze
2016,Rio,Rowing,Rowing,Thibault Colard,FRA,Men,Lightweight 4,Bronze
2016,Rio,Rowing,Rowing,Pierre Houin,FRA,Men,Lightweight Doubles,Gold
2016,Rio,Rowing,Rowing,Jérémie Azou,FRA,Men,Lightweight Doubles,Gold
2016,Rio,Rowing,Rowing,Gary O'Donovan,IRL,Men,Lightweight Doubles,Silver
2016,Rio,Rowing,Rowing,Paul O'Donovan,IRL,Men,Lightweight Doubles,Silver
2016,Rio,Rowing,Rowing,Kristoffer Brun,NOR,Men,Lightweight Doubles,Bronze
2016,Rio,Rowing,Rowing,Are Strandli,NOR,Men,Lightweight Doubles,Bronze
2016,Rio,Rowing,Rowing,Ilse Paulis,NED,Women,Lightweight Doubles,Gold
2016,Rio,Rowing,Rowing,Maaike Head,NED,Women,Lightweight Doubles,Gold
2016,Rio,Rowing,Rowing,Lindsay Jennerich,CAN,Women,Lightweight Doubles,Silver
2016,Rio,Rowing,Rowing,Patricia Obee,CAN,Women,Lightweight Doubles,Silver
2016,Rio,Rowing,Rowing,Huang Wenyi,CHN,Women,Lightweight Doubles,Bronze
2016,Rio,Rowing,Rowing,Pan Feihong,CHN,Women,Lightweight Doubles,Bronze
2016,Rio,Rowing,Rowing,Philipp Wende,GER,Men,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Lauritz Schoof,GER,Men,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Karl Schulze,GER,Men,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Hans Gruhne,GER,Men,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Karsten Forsterling,AUS,Men,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Alexander Belonogoff,AUS,Men,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Cameron Girdlestone,AUS,Men,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,James McRae,AUS,Men,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Andrei Jämsä,EST,Men,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Allar Raja,EST,Men,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Tõnu Endrekson,EST,Men,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Kaspar Taimsoo,EST,Men,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Annekatrin Thiele,GER,Women,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Carina Bär,GER,Women,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Julia Lier,GER,Women,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Lisa Schmidla,GER,Women,Quadruple Sculls,Gold
2016,Rio,Rowing,Rowing,Chantal Achterberg,NED,Women,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Nicole Beukers,NED,Women,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Inge Janssen,NED,Women,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Carline Bouw,NED,Women,Quadruple Sculls,Silver
2016,Rio,Rowing,Rowing,Maria Springwald,POL,Women,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Joanna Leszczy_ska,POL,Women,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Agnieszka Kobus,POL,Women,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Monika Ciaciuch,POL,Women,Quadruple Sculls,Bronze
2016,Rio,Rowing,Rowing,Mah_ DRYSDALE,NZL,Men,Single Sculls,Gold
2016,Rio,Rowing,Rowing,Damir MARTIN,CRO,Men,Single Sculls,Silver
2016,Rio,Rowing,Rowing,Ondrej SYNEK,CZE,Men,Single Sculls,Bronze
2016,Rio,Rowing,Rowing,Kimberley BRENNAN,AUS,Women,Single Sculls,Gold
2016,Rio,Rowing,Rowing,Genevra STONE,USA,Women,Single Sculls,Silver
2016,Rio,Rowing,Rowing,Jingli DUAN,CHN,Women,Single Sculls,Bronze
2016,Rio,Rugby,Rugby,Masivesi Dakuwaqa,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Apisai Domolailai,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Osea Kolinisau,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Semi Kunatani,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Viliame Mata,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Leone Nakarawa,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Vatemo Ravouvou,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Kitione Taliga,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Josua Tuisova,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Jerry Tuwai,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Jasa Veremalua,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Samisoni Viriviri,FIJ,Men,Team,Gold
2016,Rio,Rugby,Rugby,Mark Bennett,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Dan Bibby,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Phil Burgess,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Sam Cross,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,James Davies,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Ollie Lindsay-Hague,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Ruaridh McConnochie,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Tom Mitchell,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Dan Norton,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Mark Robertson,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,James Rodwell,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Marcus Watson,GBR,Men,Team,Silver
2016,Rio,Rugby,Rugby,Cecil Afrika,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Tim Agaba,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Kyle Brown,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Juan de Jongh,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Justin Geduld,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Francois Hougaard,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Werner Kok,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Cheslin Kolbe,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Dylan Sage,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Kwagga Smith,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Philip Snyman,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Roscko Speckman,RSA,Men,Team,Bronze
2016,Rio,Rugby,Rugby,Nicole Beck,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Charlotte Caslick,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Emilee Cherry,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Chloe Dalton,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Gemma Etheridge,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Ellia Green,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Shannon Parry,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Evania Pelite,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Alicia Quirk,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Emma Tonegato,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Amy Turner,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Sharni Williams,AUS,Women,Team,Gold
2016,Rio,Rugby,Rugby,Kelly Brazier,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Gayle Broughton,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Theresa Fitzpatrick,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Sarah Goss,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Huriana Manuel,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Kayla McAlister,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Tyla Nathan-Wong,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Terina Te Tamaki,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Ruby Tui,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Niall Williams,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Portia Woodman,NZL,Women,Team,Silver
2016,Rio,Rugby,Rugby,Brittany Benn,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Hannah Darling,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Bianca Farella,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Jen Kish,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Ghislaine Landry,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Megan Lukan,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Kayla Moleschi,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Karen Paquin,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Kelly Russell,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Ashley Steacy,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Natasha Watcham-Roy,CAN,Women,Team,Bronze
2016,Rio,Rugby,Rugby,Charity Williams,CAN,Women,Team,Bronze
2016,Rio,Sailing,Sailing,_ime Fantela,CRO,Men,470,Gold
2016,Rio,Sailing,Sailing,Igor Mareni_,CRO,Men,470,Gold
2016,Rio,Sailing,Sailing,Mathew Belcher,AUS,Men,470,Silver
2016,Rio,Sailing,Sailing,William Ryan,AUS,Men,470,Silver
2016,Rio,Sailing,Sailing,Panagiotis Mantis,GRE,Men,470,Bronze
2016,Rio,Sailing,Sailing,Pavlos Kagialis,GRE,Men,470,Bronze
2016,Rio,Sailing,Sailing,Hannah Mills,GBR,Women,470,Gold
2016,Rio,Sailing,Sailing,Saskia Clark,GBR,Women,470,Gold
2016,Rio,Sailing,Sailing,Jo Aleh,NZL,Women,470,Silver
2016,Rio,Sailing,Sailing,Polly Powrie,NZL,Women,470,Silver
2016,Rio,Sailing,Sailing,Camille Lecointre,FRA,Women,470,Bronze
2016,Rio,Sailing,Sailing,Hélène Defrance,FRA,Women,470,Bronze
2016,Rio,Sailing,Sailing,Peter Burling,NZL,Men,49Er - Skiff,Gold
2016,Rio,Sailing,Sailing,Blair Tuke,NZL,Men,49Er - Skiff,Gold
2016,Rio,Sailing,Sailing,Nathan Outteridge,AUS,Men,49Er - Skiff,Silver
2016,Rio,Sailing,Sailing,Iain Jensen,AUS,Men,49Er - Skiff,Silver
2016,Rio,Sailing,Sailing,Erik Heil,GER,Men,49Er - Skiff,Bronze
2016,Rio,Sailing,Sailing,Thomas Plößel,GER,Men,49Er - Skiff,Bronze
2016,Rio,Sailing,Sailing,Martine Grael,BRA,Women,49Er - FX,Gold
2016,Rio,Sailing,Sailing,Kahena Kunze,BRA,Women,49Er - FX,Gold
2016,Rio,Sailing,Sailing,Alex Maloney,NZL,Women,49Er - FX,Silver
2016,Rio,Sailing,Sailing,Molly Meech,NZL,Women,49Er - FX,Silver
2016,Rio,Sailing,Sailing,Jena Mai Hansen,DEN,Women,49Er - FX,Bronze
2016,Rio,Sailing,Sailing,Katja Salskov-Iversen,DEN,Women,49Er - FX,Bronze
2016,Rio,Sailing,Sailing,Santiago Lange,ARG,Men,Nacra 17 Mixed,Gold
2016,Rio,Sailing,Sailing,Cecilia Carranza Saroli,ARG,Women,Nacra 17 Mixed,Gold
2016,Rio,Sailing,Sailing,Jason Waterhouse,AUS,Men,Nacra 17 Mixed,Silver
2016,Rio,Sailing,Sailing,Lisa Darmanin,AUS,Women,Nacra 17 Mixed,Silver
2016,Rio,Sailing,Sailing,Thomas Zajac,AUT,Men,Nacra 17 Mixed,Bronze
2016,Rio,Sailing,Sailing,Tanja Frank,AUT,Women,Nacra 17 Mixed,Bronze
2016,Rio,Sailing,Sailing,Giles SCOTT,GBR,Men,Finn,Gold
2016,Rio,Sailing,Sailing,Vasilij ?BOGAR,SLO,Men,Finn,Silver
2016,Rio,Sailing,Sailing,Caleb PAINE,USA,Men,Finn,Bronze
2016,Rio,Sailing,Sailing,Tom BURTON,AUS,Men,Laser,Gold
2016,Rio,Sailing,Sailing,Tonci STIPANOVIC,CRO,Men,Laser,Silver
2016,Rio,Sailing,Sailing,Sam MEECH,NZL,Men,Laser,Bronze
2016,Rio,Sailing,Sailing,Marit BOUWMEESTER,NED,Women,Laser Radial,Gold
2016,Rio,Sailing,Sailing,Annalise MURPHY,IRL,Women,Laser Radial,Silver
2016,Rio,Sailing,Sailing,Anne-Marie RINDOM,DEN,Women,Laser Radial,Bronze
2016,Rio,Sailing,Sailing,Dorian VAN RIJSSELBERGE,NED,Men,Rs:X,Gold
2016,Rio,Sailing,Sailing,Nick DEMPSEY,GBR,Men,Rs:X,Silver
2016,Rio,Sailing,Sailing,Pierre LE COQ,FRA,Men,Rs:X,Bronze
2016,Rio,Sailing,Sailing,Charline PICON,FRA,Women,Rs:X,Gold
2016,Rio,Sailing,Sailing,Peina CHEN,CHN,Women,Rs:X,Silver
2016,Rio,Sailing,Sailing,Stefaniya ELFUTINA,RUS,Women,Rs:X,Bronze
2016,Rio,Shooting,Shooting,Xuan Vinh HOANG,VIE,Men,10M Air Pistol,Gold
2016,Rio,Shooting,Shooting,Felipe Almeida WU,BRA,Men,10M Air Pistol,Silver
2016,Rio,Shooting,Shooting,Wei PANG,CHN,Men,10M Air Pistol,Bronze
2016,Rio,Shooting,Shooting,Mengxue ZHANG,CHN,Women,10M Air Pistol,Gold
2016,Rio,Shooting,Shooting,Vitalina BATSARASHKINA,RUS,Women,10M Air Pistol,Silver
2016,Rio,Shooting,Shooting,Anna KORAKAKI,GRE,Women,10M Air Pistol,Bronze
2016,Rio,Shooting,Shooting,Niccolo CAMPRIANI,ITA,Men,10M Air Rifle,Gold
2016,Rio,Shooting,Shooting,Serhiy KULISH,UKR,Men,10M Air Rifle,Silver
2016,Rio,Shooting,Shooting,Vladimir MASLENNIKOV,RUS,Men,10M Air Rifle,Bronze
2016,Rio,Shooting,Shooting,Virginia THRASHER,USA,Women,10M Air Rifle,Gold
2016,Rio,Shooting,Shooting,Li DU,CHN,Women,10M Air Rifle,Silver
2016,Rio,Shooting,Shooting,Siling YI,CHN,Women,10M Air Rifle,Bronze
2016,Rio,Shooting,Shooting,Anna KORAKAKI,GRE,Women,25M Pistol,Gold
2016,Rio,Shooting,Shooting,Monika KARSCH,GER,Women,25M Pistol,Silver
2016,Rio,Shooting,Shooting,Heidi DIETHELM GERBER,SUI,Women,25M Pistol,Bronze
2016,Rio,Shooting,Shooting,Christian REITZ,GER,Men,25M Rapid Pistol,Gold
2016,Rio,Shooting,Shooting,Jean QUIQUAMPOIX,FRA,Men,25M Rapid Pistol,Silver
2016,Rio,Shooting,Shooting,Yuehong LI,CHN,Men,25M Rapid Pistol,Bronze
2016,Rio,Shooting,Shooting,Jongoh JIN,KOR,Men,50M Pistol,Gold
2016,Rio,Shooting,Shooting,Xuan Vinh HOANG,VIE,Men,50M Pistol,Silver
2016,Rio,Shooting,Shooting,Song Guk KIM,PRK,Men,50M Pistol,Bronze
2016,Rio,Shooting,Shooting,Niccolo CAMPRIANI,ITA,Men,50M Rifle 3 Positions,Gold
2016,Rio,Shooting,Shooting,Sergey KAMENSKIY,RUS,Men,50M Rifle 3 Positions,Silver
2016,Rio,Shooting,Shooting,Alexis RAYNAUD,FRA,Men,50M Rifle 3 Positions,Bronze
2016,Rio,Shooting,Shooting,Barbara ENGLEDER,GER,Women,50M Rifle 3 Positions,Gold
2016,Rio,Shooting,Shooting,Binbin ZHANG,CHN,Women,50M Rifle 3 Positions,Silver
2016,Rio,Shooting,Shooting,Li DU,CHN,Women,50M Rifle 3 Positions,Bronze
2016,Rio,Shooting,Shooting,Henri JUNGHAENEL,GER,Men,50M Rifle Prone,Gold
2016,Rio,Shooting,Shooting,Jonghyun KIM,KOR,Men,50M Rifle Prone,Silver
2016,Rio,Shooting,Shooting,Kirill GRIGORYAN,RUS,Men,50M Rifle Prone,Bronze
2016,Rio,Shooting,Shooting,Fehaid ALDEEHANI,IOA,Men,Double Trap 150,Gold
2016,Rio,Shooting,Shooting,Marco INNOCENTI,ITA,Men,Double Trap 150,Silver
2016,Rio,Shooting,Shooting,Steven SCOTT,GBR,Men,Double Trap 150,Bronze
2016,Rio,Shooting,Shooting,Gabriele ROSSETTI,ITA,Men,Skeet,Gold
2016,Rio,Shooting,Shooting,Marcus SVENSSON,SWE,Men,Skeet,Silver
2016,Rio,Shooting,Shooting,Abdullah ALRASHIDI,IOA,Men,Skeet,Bronze
2016,Rio,Shooting,Shooting,Diana BACOSI,ITA,Women,Skeet,Gold
2016,Rio,Shooting,Shooting,Chiara CAINERO,ITA,Women,Skeet,Silver
2016,Rio,Shooting,Shooting,Kimberly RHODE,USA,Women,Skeet,Bronze
2016,Rio,Shooting,Shooting,Josip GLASNOVIC,CRO,Men,Trap,Gold
2016,Rio,Shooting,Shooting,Giovanni PELLIELO,ITA,Men,Trap,Silver
2016,Rio,Shooting,Shooting,Edward LING,GBR,Men,Trap,Bronze
2016,Rio,Shooting,Shooting,Catherine SKINNER,AUS,Women,Trap,Gold
2016,Rio,Shooting,Shooting,Natalie ROONEY,NZL,Women,Trap,Silver
2016,Rio,Shooting,Shooting,Corey COGDELL,USA,Women,Trap,Bronze
2016,Rio,Table Tennis,Table Tennis,Long MA,CHN,Men,Singles,Gold
2016,Rio,Table Tennis,Table Tennis,Jike ZHANG,CHN,Men,Singles,Silver
2016,Rio,Table Tennis,Table Tennis,Jun MIZUTANI,JPN,Men,Singles,Bronze
2016,Rio,Table Tennis,Table Tennis,Ning DING,CHN,Women,Singles,Gold
2016,Rio,Table Tennis,Table Tennis,Xiaoxia LI,CHN,Women,Singles,Silver
2016,Rio,Table Tennis,Table Tennis,Song I KIM,PRK,Women,Singles,Bronze
2016,Rio,Table Tennis,Table Tennis,Zhang Jike,CHN,Men,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Ma Long,CHN,Men,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Xu Xin,CHN,Men,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Koki Niwa,JPN,Men,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Jun Mizutani,JPN,Men,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Maharu Yoshimura,JPN,Men,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Timo Boll,GER,Men,Team,Bronze
2016,Rio,Table Tennis,Table Tennis,Dimitrij Ovtcharov,GER,Men,Team,Bronze
2016,Rio,Table Tennis,Table Tennis,Bastian Steger,GER,Men,Team,Bronze
2016,Rio,Table Tennis,Table Tennis,Liu Shiwen,CHN,Women,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Ding Ning,CHN,Women,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Li Xiaoxia,CHN,Women,Team,Gold
2016,Rio,Table Tennis,Table Tennis,Han Ying,GER,Women,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Petrissa Solja,GER,Women,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Shan Xiaona,GER,Women,Team,Silver
2016,Rio,Table Tennis,Table Tennis,Ai Fukuhara,JPN,Women,Team,Bronze
2016,Rio,Table Tennis,Table Tennis,Kasumi Ishikawa,JPN,Women,Team,Bronze
2016,Rio,Table Tennis,Table Tennis,Mima Ito,JPN,Women,Team,Bronze
2016,Rio,Taekwondo,Taekwondo,Sohui KIM,KOR,Women,- 49 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Tijana BOGDANOVIC,SRB,Women,- 49 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Patimat ABAKAROVA,AZE,Women,- 49 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Panipak WONGPATTANAKIT,THA,Women,- 49 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Shuai ZHAO,CHN,Men,- 58 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Tawin HANPRAB,THA,Men,- 58 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Taehun KIM,KOR,Men,- 58 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Luisito PIE,DOM,Men,- 58 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Shuyin ZHENG,CHN,Women,+ 67 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Maria del Rosario ESPINOZA ESPINOZA,MEX,Women,+ 67 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Bianca WALKDEN,GBR,Women,+ 67 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Jackie GALLOWAY,USA,Women,+ 67 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Radik ISAEV,AZE,Men,+ 80 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Abdoulrazak ISSOUFOU ALFAGA,NIG,Men,+ 80 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Maicon SIQUEIRA,BRA,Men,+ 80 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Dongmin CHA,KOR,Men,+ 80 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Jade JONES,GBR,Women,49 - 57 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Eva CALVO GOMEZ,ESP,Women,49 - 57 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Kimia ALIZADEH ZENOORIN,IRI,Women,49 - 57 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Hedaya WAHBA,EGY,Women,49 - 57 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Hyeri OH,KOR,Women,57 - 67 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Haby NIARE,FRA,Women,57 - 67 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Ruth Marie Christelle GBAGBI,CIV,Women,57 - 67 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Nur TATAR,TUR,Women,57 - 67 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Ahmad ABUGHAUSH,JOR,Men,58 - 68 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Alexey DENISENKO,RUS,Men,58 - 68 KG,Silver
2016,Rio,Taekwondo,Taekwondo,Joel GONZALEZ BONILLA,ESP,Men,58 - 68 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Daehoon LEE,KOR,Men,58 - 68 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Cheick Sallah Junior CISSE,CIV,Men,68 - 80 KG,Gold
2016,Rio,Taekwondo,Taekwondo,Lutalo MUHAMMAD,GBR,Men,68 - 80 KG,Silver
