Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2016,Rio,Taekwondo,Taekwondo,Oussama OUESLATI,TUN,Men,68 - 80 KG,Bronze
2016,Rio,Taekwondo,Taekwondo,Milad BEIGI HARCHEGANI,AZE,Men,68 - 80 KG,Bronze
2016,Rio,Tennis,Tennis,Marc López,ESP,Men,Doubles,Gold
2016,Rio,Tennis,Tennis,Rafael Nadal,ESP,Men,Doubles,Gold
2016,Rio,Tennis,Tennis,Florin Mergea,ROU,Men,Doubles,Silver
2016,Rio,Tennis,Tennis,Horia Tec_u,ROU,Men,Doubles,Silver
2016,Rio,Tennis,Tennis,Steve Johnson,USA,Men,Doubles,Bronze
2016,Rio,Tennis,Tennis,Jack Sock,USA,Men,Doubles,Bronze
2016,Rio,Tennis,Tennis,Ekaterina Makarova,RUS,Women,Doubles,Gold
2016,Rio,Tennis,Tennis,Elena Vesnina,RUS,Women,Doubles,Gold
2016,Rio,Tennis,Tennis,Timea Bacsinszky,SUI,Women,Doubles,Silver
2016,Rio,Tennis,Tennis,Martina Hingis,SUI,Women,Doubles,Silver
2016,Rio,Tennis,Tennis,Lucie _afá_ová,CZE,Women,Doubles,Bronze
2016,Rio,Tennis,Tennis,Barbora Str_cová,CZE,Women,Doubles,Bronze
2016,Rio,Tennis,Tennis,Bethanie Mattek-Sands,USA,Women,Mixed Doubles,Gold
2016,Rio,Tennis,Tennis,Jack Sock,USA,Men,Mixed Doubles,Gold
2016,Rio,Tennis,Tennis,Venus Williams,USA,Women,Mixed Doubles,Silver
2016,Rio,Tennis,Tennis,Rajeev Ram,USA,Men,Mixed Doubles,Silver
2016,Rio,Tennis,Tennis,Lucie Hradecká,CZE,Women,Mixed Doubles,Bronze
2016,Rio,Tennis,Tennis,Radek _t_pánek,CZE,Men,Mixed Doubles,Bronze
2016,Rio,Tennis,Tennis,Andy MURRAY,GBR,Men,Singles,Gold
2016,Rio,Tennis,Tennis,Juan Martin DEL POTRO,ARG,Men,Singles,Silver
2016,Rio,Tennis,Tennis,Kei NISHIKORI,JPN,Men,Singles,Bronze
2016,Rio,Tennis,Tennis,Monica PUIG,PUR,Women,Singles,Gold
2016,Rio,Tennis,Tennis,Angelique KERBER,GER,Women,Singles,Silver
2016,Rio,Tennis,Tennis,Petra KVITOVA,CZE,Women,Singles,Bronze
2016,Rio,Triathlon,Triathlon,Alistair BROWNLEE,GBR,Men,Individual,Gold
2016,Rio,Triathlon,Triathlon,Jonathan BROWNLEE,GBR,Men,Individual,Silver
2016,Rio,Triathlon,Triathlon,Henri SCHOEMAN,RSA,Men,Individual,Bronze
2016,Rio,Triathlon,Triathlon,Gwen JORGENSEN,USA,Women,Individual,Gold
2016,Rio,Triathlon,Triathlon,Nicola SPIRIG HUG,SUI,Women,Individual,Silver
2016,Rio,Triathlon,Triathlon,Vicky HOLLAND,GBR,Women,Individual,Bronze
2016,Rio,Volleyball,Beach Volleyball,Alison Conte Cerutti,BRA,Men,Beach Volleyball,Gold
2016,Rio,Volleyball,Beach Volleyball,Bruno Oscar SchmidtÊ,BRA,Men,Beach Volleyball,Gold
2016,Rio,Volleyball,Beach Volleyball,Daniele Lupo,ITA,Men,Beach Volleyball,Silver
2016,Rio,Volleyball,Beach Volleyball,Paolo Nicolai,ITA,Men,Beach Volleyball,Silver
2016,Rio,Volleyball,Beach Volleyball,Alexander BrouwerÊ,NED,Men,Beach Volleyball,Bronze
2016,Rio,Volleyball,Beach Volleyball,Robert Meeuwsen,NED,Men,Beach Volleyball,Bronze
2016,Rio,Volleyball,Beach Volleyball,Laura Ludwig,GER,Women,Beach Volleyball,Gold
2016,Rio,Volleyball,Beach Volleyball,Kira Walkenhorst,GER,Women,Beach Volleyball,Gold
2016,Rio,Volleyball,Beach Volleyball,çgatha Bednarczuk,BRA,Women,Beach Volleyball,Silver
2016,Rio,Volleyball,Beach Volleyball,B‡rbara Seixas,BRA,Women,Beach Volleyball,Silver
2016,Rio,Volleyball,Beach Volleyball,Kerri Walsh Jennings,USA,Women,Beach Volleyball,Bronze
2016,Rio,Volleyball,Beach Volleyball,April Ross,USA,Women,Beach Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,William Arjona,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,ƒder Carbonera,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Wallace de Souza,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Luiz Felipe Fonteles,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Evandro Guerra,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Ricardo Lucarelli Souza,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Bruno Rezende,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Lucas Saatkamp,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,S_rgio Santos,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Maur’cio Borges Silva,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Douglas Souza,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Maur’cio Souza,BRA,Men,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Oleg Antonov,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Emanuele Birarelli,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Simone Buti,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Massimo Colaci,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Simone Giannelli,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Osmany Juantorena,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Filippo Lanza,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Matteo Piano,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Salvatore Rossini,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Daniele Sottile,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Luca Vettori,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Ivan Zaytsev,ITA,Men,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Matthew Anderson,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Micah Christenson,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Maxwell Holt,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Thomas Jaeschke,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,David Lee,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,William Priddy,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Aaron Russell,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Taylor Sander,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Erik Shoji,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Kawika Shoji,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,David Smith,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Murphy Troy,USA,Men,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Ding Xia,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Gong Xiangyu,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Hui Ruoqi,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Lin Li,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Liu Xiaotong,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Wei Qiuyue,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Xu Yunli,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Yan Ni,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Yang Fangxu,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Yuan Xinyue,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Zhang Changning,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Zhu Ting,CHN,Women,Volleyball,Gold
2016,Rio,Volleyball,Volleyball,Tijana Bo_kovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Jovana Brako_evi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Bianka Bu_a,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Tijana Male_evi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Brankica Mihajlovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Jelena Nikoli_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Maja Ognjenovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Silvija Popovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Milena Ra_i_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Jovana Stevanovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Stefana Veljkovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Bojana _ivkovi_,SRB,Women,Volleyball,Silver
2016,Rio,Volleyball,Volleyball,Rachael Adams,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Foluke Akinradewo,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Kayla Banwarth,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Alisha Glass,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Christa Harmotto,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Kimberly Hill,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Jordan Larson,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Carli Lloyd,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Karsta Lowe,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Kelly Murphy,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Kelsey Robinson,USA,Women,Volleyball,Bronze
2016,Rio,Volleyball,Volleyball,Courtney Thompson,USA,Women,Volleyball,Bronze
2016,Rio,Weightlifting,Weightlifting,Lasha TALAKHADZE,GEO,Men,+105KG,Gold
2016,Rio,Weightlifting,Weightlifting,Gor MINASYAN,ARM,Men,+105KG,Silver
2016,Rio,Weightlifting,Weightlifting,Irakli TURMANIDZE,GEO,Men,+105KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Suping MENG,CHN,Women,+75KG,Gold
2016,Rio,Weightlifting,Weightlifting,Kuk Hyang KIM,PRK,Women,+75KG,Silver
2016,Rio,Weightlifting,Weightlifting,Sarah Elizabeth ROBLES,USA,Women,+75KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Ruslan NURUDINOV,UZB,Men,105KG,Gold
2016,Rio,Weightlifting,Weightlifting,Simon MARTIROSYAN,ARM,Men,105KG,Silver
2016,Rio,Weightlifting,Weightlifting,Alexandr ZAICHIKOV,KAZ,Men,105KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Sopita TANASAN,THA,Women,48KG,Gold
2016,Rio,Weightlifting,Weightlifting,Sri Wahyuni AGUSTIANI,INA,Women,48KG,Silver
2016,Rio,Weightlifting,Weightlifting,Hiromi MIYAKE,JPN,Women,48KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Shu-Ching HSU,TPE,Women,53KG,Gold
2016,Rio,Weightlifting,Weightlifting,Hidilyn DIAZ,PHI,Women,53KG,Silver
2016,Rio,Weightlifting,Weightlifting,Jin Hee YOON,KOR,Women,53KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Qingquan LONG,CHN,Men,-56KG,Gold
2016,Rio,Weightlifting,Weightlifting,Yun Chol OM,PRK,Men,-56KG,Silver
2016,Rio,Weightlifting,Weightlifting,Sinphet KRUAITHONG,THA,Men,-56KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Sukanya SRISURAT,THA,Women,58KG,Gold
2016,Rio,Weightlifting,Weightlifting,Pimsiri SIRIKAEW,THA,Women,58KG,Silver
2016,Rio,Weightlifting,Weightlifting,Hsing-Chun KUO,TPE,Women,58KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Oscar Albeiro FIGUEROA MOSQUERA,COL,Men,62KG,Gold
2016,Rio,Weightlifting,Weightlifting,Eko Yuli IRAWAN,INA,Men,62KG,Silver
2016,Rio,Weightlifting,Weightlifting,Farkhad KHARKI,KAZ,Men,62KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Wei DENG,CHN,Women,63KG,Gold
2016,Rio,Weightlifting,Weightlifting,Hyo Sim CHOE,PRK,Women,63KG,Silver
2016,Rio,Weightlifting,Weightlifting,Karina GORICHEVA,KAZ,Women,63KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Zhiyong SHI,CHN,Men,69KG,Gold
2016,Rio,Weightlifting,Weightlifting,Daniyar ISMAYILOV,TUR,Men,69KG,Silver
2016,Rio,Weightlifting,Weightlifting,Luis Javier MOSQUERA LOZANO,COL,Men,69KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Yanmei XIANG,CHN,Women,69KG,Gold
2016,Rio,Weightlifting,Weightlifting,Zhazira ZHAPPARKUL,KAZ,Women,69KG,Silver
2016,Rio,Weightlifting,Weightlifting,Sara AHMED,EGY,Women,69KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Jong Sim RIM,PRK,Women,75KG,Gold
2016,Rio,Weightlifting,Weightlifting,Darya NAUMAVA,BLR,Women,75KG,Silver
2016,Rio,Weightlifting,Weightlifting,Lidia VALENTêN PÄREZ,ESP,Women,75KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Nijat RAHIMOV,KAZ,Men,77KG,Gold
2016,Rio,Weightlifting,Weightlifting,Xiaojun LYU,CHN,Men,77KG,Silver
2016,Rio,Weightlifting,Weightlifting,Mohamed MAHMOUD,EGY,Men,77KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Kianoush ROSTAMI,IRI,Men,85KG,Gold
2016,Rio,Weightlifting,Weightlifting,Tao TIAN,CHN,Men,85KG,Silver
2016,Rio,Weightlifting,Weightlifting,Gabriel SINCRAIAN,ROU,Men,85KG,Bronze
2016,Rio,Weightlifting,Weightlifting,Sohrab MORADI,IRI,Men,94KG,Gold
2016,Rio,Weightlifting,Weightlifting,Vadzim STRALTSOU,BLR,Men,94KG,Silver
2016,Rio,Weightlifting,Weightlifting,Aurimas DIDZBALIS,LTU,Men,94KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Vladimer KHINCHEGASHVILI,GEO,Men,57KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Rei HIGUCHI,JPN,Men,57KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Haji ALIYEV,AZE,Men,57KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Hassan Sabzali RAHIMI,IRI,Men,57KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Risako KAWAI,JPN,Women,63KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Maryia MAMASHUK,BLR,Women,63KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Monika Ewa MICHALIK,POL,Women,63KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Yekaterina LARIONOVA,KAZ,Women,63KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Abdulrashid SADULAEV,RUS,Men,86KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Selim YASAR,TUR,Men,86KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Sharif SHARIFOV,AZE,Men,86KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Jden Michael Tbory COX,USA,Men,86KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Erica Elizabeth WIEBE,CAN,Women,75KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Guzel MANYUROVA,KAZ,Women,75KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Fengliu ZHANG,CHN,Women,75KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Ekaterina BUKINA,RUS,Women,75KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Soslan RAMONOV,RUS,Men,65KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Toghrul ASGAROV,AZE,Men,65KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Frank CHAMIZO MARQUEZ,ITA,Men,65KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Ikhtiyor NAVRUZOV,UZB,Men,65KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Eri TOSAKA,JPN,Women,48KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Mariya STADNIK,AZE,Women,48KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Yanan SUN,CHN,Women,48KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Elitsa Atanasova YANKOVA,BUL,Women,48KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Helen Louise MAROULIS,USA,Women,53KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Saori YOSHIDA,JPN,Women,53KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Natalya SINISHIN,AZE,Women,53KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Sofia Magdalena MATTSSON,SWE,Women,53KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Kyle Frederick SNYDER,USA,Men,97KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Khetag GOZIUMOV,AZE,Men,97KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Magomed Idrisovitch IBRAGIMOV,UZB,Men,97KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Albert SARITOV,ROU,Men,97KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Sara DOSHO,JPN,Women,69KG,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Natalia VOROBEVA,RUS,Women,69KG,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Elmira SYZDYKOVA,KAZ,Women,69KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Anna Jenny FRANSSON,SWE,Women,69KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Valeriia KOBLOVA ZHOLOBOVA,RUS,Women,58KG,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Marwa AMRI,TUN,Women,58KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Sakshi MALIK,IND,Women,58KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Taha AKGUL,TUR,Men,125KG,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Komeil Nemat GHASEMI,IRI,Men,125KG,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Ibrahim SAIDAU,BLR,Men,125KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Geno PETRIASHVILI,GEO,Men,125KG,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Hassan Aliazam YAZDANICHARATI,IRI,Men,74KG ,Gold
2016,Rio,Wrestling,Wrestling Freestyle,Aniuar GEDUEV,RUS,Men,74KG ,Silver
2016,Rio,Wrestling,Wrestling Freestyle,Soner DEMIRTAS,TUR,Men,74KG ,Bronze
2016,Rio,Wrestling,Wrestling Freestyle,Jabrayil HASANOV,AZE,Men,74KG ,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Davit CHAKVETADZE,RUS,Men,85KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Zhan BELENIUK,UKR,Men,85KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Javid HAMZATAU,BLR,Men,85KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Denis Maksymilian KUDLA,GER,Men,85KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Ismael BORRERO MOLINA,CUB,Men,59KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Shinobu OTA,JPN,Men,59KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Stig-Andre BERGE,NOR,Men,59KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Elmurat TASMURADOV,UZB,Men,59KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Kaori ICHO,JPN,Women,58KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Mijain LOPEZ NUNEZ,CUB,Men,130KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Riza KAYAALP,TUR,Men,130KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Sabah SHARIATI,AZE,Men,130KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Sergey SEMENOV,RUS,Men,130KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Roman VLASOV,RUS,Men,75KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Mark Overgaard MADSEN,DEN,Men,75KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Saeid Morad ABDVALI,IRI,Men,75KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Hyeonwoo KIM,KOR,Men,75KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Davor STEFANEK,SRB,Men,66KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Migran ARUTYUNYAN,ARM,Men,66KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Shmagi BOLKVADZE,GEO,Men,66KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Rasul CHUNAYEV,AZE,Men,66KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Artur ALEKSANYAN,ARM,Men,89KG,Gold
2016,Rio,Wrestling,Wrestling Greco-Roman,Yasmany Daniel LUGO CABRERA,CUB,Men,89KG,Silver
2016,Rio,Wrestling,Wrestling Greco-Roman,Ghasem Gholamreza REZAEI,IRI,Men,89KG,Bronze
2016,Rio,Wrestling,Wrestling Greco-Roman,Cenk ILDEM,TUR,Men,89KG,Bronze
