Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2018,Peyongchang,Skating,Short Track Speed Skating,HAN Tianyu,CHN,Men,5000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,REN Ziwei,CHN,Men,5000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,WU Dajing,CHN,Men,5000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,XU Hongzhi,CHN,Men,5000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Charle COURNOYER,CAN,Men,5000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Charles HAMELIN,CAN,Men,5000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Francois HAMELIN,CAN,Men,5000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Pascal DION,CAN,Men,5000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Samuel GIRARD,CAN,Men,5000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Wu Dajing,CHN,Men,500M,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,Hwang Daeheon,KOR,Men,500M,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Lim Hyojun,KOR,Men,500M,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Suzanne Schulting,NED,Women,1000M,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,Kim Boutin,CAN,Women,1000M,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,1000M,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Choi Minjeong,KOR,Women,1500M,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,Li Jinyu,CHN,Women,1500M,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Kim Boutin,CAN,Women,1500M,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,CHOI Minjeong,KOR,Women,3000M Relay,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,KIM Alang,KOR,Women,3000M Relay,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,KIM Yejin,KOR,Women,3000M Relay,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,LEE Yubin,KOR,Women,3000M Relay,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,SHIM Sukhee,KOR,Women,3000M Relay,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,Arianna FONTANA,ITA,Women,3000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Cecilia MAFFEI,ITA,Women,3000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Cynthia MASCITTO,ITA,Women,3000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Lucia PERETTI,ITA,Women,3000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Martina VALCEPINA,ITA,Women,3000M Relay,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Jorien TER MORS,NED,Women,3000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Jorien TER MORS,NED,Women,3000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Rianne DE VRIES,NED,Women,3000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Suzanne SCHULTING,NED,Women,3000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Yara VAN KERKHOF,NED,Women,3000M Relay,Bronze
2018,Peyongchang,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,500M,Gold
2018,Peyongchang,Skating,Short Track Speed Skating,Yara van Kerkhof,NED,Women,500M,Silver
2018,Peyongchang,Skating,Short Track Speed Skating,Kim Boutin,CAN,Women,500M,Bronze
2018,Peyongchang,Skating,Speed skating,Ted-Jan Bloemen,CAN,Men,10000M,Gold
2018,Peyongchang,Skating,Speed skating,Jorrit Bergsma,NED,Men,10000M,Silver
2018,Peyongchang,Skating,Speed skating,Nicola Tumolero,ITA,Men,10000M,Bronze
2018,Peyongchang,Skating,Speed skating,Kjeld Nuis,NED,Men,1000M,Gold
2018,Peyongchang,Skating,Speed skating,Havard Lorentzen,NOR,Men,1000M,Silver
2018,Peyongchang,Skating,Speed skating,Kim Tae-Yun,KOR,Men,1000M,Bronze
2018,Peyongchang,Skating,Speed skating,Kjeld Nuis,NED,Men,1500M,Gold
2018,Peyongchang,Skating,Speed skating,Patrick Roest,NED,Men,1500M,Silver
2018,Peyongchang,Skating,Speed skating,Kim Min Seok,KOR,Men,1500M,Bronze
2018,Peyongchang,Skating,Speed skating,Sven Kramer,NED,Men,5000M,Gold
2018,Peyongchang,Skating,Speed skating,Ted-Jan Bloemen,CAN,Men,5000M,Silver
2018,Peyongchang,Skating,Speed skating,Sverre Lunde Pedersen,NOR,Men,5000M,Bronze
2018,Peyongchang,Skating,Speed skating,Havard Lorentzen,NOR,Men,500M,Gold
2018,Peyongchang,Skating,Speed skating,Min Kyu Cha,KOR,Men,500M,Silver
2018,Peyongchang,Skating,Speed skating,Tingyu Gao,CHN,Men,500M,Bronze
2018,Peyongchang,Skating,Speed skating,Havard BOKKO,NOR,Men,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Sindre HENRIKSEN,NOR,Men,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Sverre Lunde PEDERSEN,NOR,Men,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Simen Spieler NILSEN,NOR,Men,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,LEE Seung-Hoon,KOR,Men,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,CHUNG Jaewon,KOR,Men,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,KIM Min Seok,KOR,Men,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,JOO Hyong-Jun,KOR,Men,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Koen VERWEIJ,NLD,Men,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Patrick ROEST,NLD,Men,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Sven KRAMER,NLD,Men,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Jan BLOKHUIJSEN,NLD,Men,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Jorien Ter Mors,NED,Women,1000M,Gold
2018,Peyongchang,Skating,Speed skating,Nao Kodaira,JPN,Women,1000M,Silver
2018,Peyongchang,Skating,Speed skating,Miho Takagi,JPN,Women,1000M,Bronze
2018,Peyongchang,Skating,Speed skating,Ireen Wust,NED,Women,1500M,Gold
2018,Peyongchang,Skating,Speed skating,Miho Takagi,JPN,Women,1500M,Silver
2018,Peyongchang,Skating,Speed skating,Marrit Leenstra,NED,Women,1500M,Bronze
2018,Peyongchang,Skating,Speed skating,Carlijn Achtereekte,NED,Women,3000M,Gold
2018,Peyongchang,Skating,Speed skating,Ireen Wust,NED,Women,3000M,Silver
2018,Peyongchang,Skating,Speed skating,Antoinette de Jong,NED,Women,3000M,Bronze
2018,Peyongchang,Skating,Speed skating,Esmee Visser,NED,Women,5000M,Gold
2018,Peyongchang,Skating,Speed skating,Martina Sablikova,CZE,Women,5000M,Silver
2018,Peyongchang,Skating,Speed skating,Natalia Voronina,RUS,Women,5000M,Bronze
2018,Peyongchang,Skating,Speed skating,Nao Kodaira,JPN,Women,500M,Gold
2018,Peyongchang,Skating,Speed skating,Lee Sang-Hwa,KOR,Women,500M,Silver
2018,Peyongchang,Skating,Speed skating,Karolina Erbanova,CZE,Women,500M,Bronze
2018,Peyongchang,Skating,Speed skating,Miho TAKAGI,JPN,Women,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Ayaka KIKUCHI,JPN,Women,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Ayano SATO,JPN,Women,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Nana TAKAGI,JPN,Women,Team Pursuit,Gold
2018,Peyongchang,Skating,Speed skating,Marrit LEENSTRA,NED,Women,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Jorien TER MORS,NED,Women,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Lotte VAN BEEK,NED,Women,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Ireen WUST,NED,Women,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Antoinette DE JONG,NED,Women,Team Pursuit,Silver
2018,Peyongchang,Skating,Speed skating,Heather BERGSMA,USA,Women,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Brittany BOWE,USA,Women,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Mia MANGANELLO,USA,Women,Team Pursuit,Bronze
2018,Peyongchang,Skating,Speed skating,Carlijn SCHOUTENS,USA,Women,Team Pursuit,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Aksel Lund Svindal,NOR,Men,Downhill,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Kjetil Jansrud,NOR,Men,Downhill,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Beat Feuz,SUI,Men,Downhill,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Marcel Hirscher,AUT,Men,Giant Slalom,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Henrik Kristoffersen,NOR,Men,Giant Slalom,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Alexis Pinturault,FRA,Men,Giant Slalom,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Andre Myhrer,SWE,Men,Slalom,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Ramon Zenhaeusern,SUI,Men,Slalom,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Michael Matt,AUT,Men,Slalom,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Marcel Hirscher,AUT,Men,Super Combined,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Alexis Pinturault,FRA,Men,Super Combined,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Victor Muffat-Jeandet,FRA,Men,Super Combined,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Matthias Mayer,AUT,Men,Super-G,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Beat Feuz,SUI,Men,Super-G,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Kjetil Jansrud,NOR,Men,Super-G,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Sofia Goggia,ITA,Women,Downhill,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Ragnhild Mowinckel,NOR,Women,Downhill,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Lindsey Vonn,USA,Women,Downhill,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Mikaela Shiffrin,USA,Women,Giant Slalom,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Ragnhild Mowinckel,NOR,Women,Giant Slalom,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Federica Brignone,ITA,Women,Giant Slalom,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Frida Hansdotter,SWE,Women,Slalom,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Wendy Holdener,SUI,Women,Slalom,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Katharina Gallhuber,AUT,Women,Slalom,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Michelle Gisin,SUI,Women,Super Combined,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Mikaela Shiffrin,USA,Women,Super Combined,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Wendy Holdener,SUI,Women,Super Combined,Bronze
2018,Peyongchang,Skiing,Alpine Skiing,Ester Ledecka,CZE,Women,Super-G,Gold
2018,Peyongchang,Skiing,Alpine Skiing,Anna Veith,AUT,Women,Super-G,Silver
2018,Peyongchang,Skiing,Alpine Skiing,Tina Weirather,LIE,Women,Super-G,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Dario¾Cologna,SUI,Men,15KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Simen Hegstad¾Krueger,NOR,Men,15KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Denis Spitsov,RUS,Men,15KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Didrik TOENSETH,NOR,Men,4X10KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Martin Johnsrud SUNDBY,NOR,Men,4X10KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Simen Hegstad KRUEGER,NOR,Men,4X10KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Johannes Hoesflot KLAEBO,NOR,Men,4X10KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Andrey LARKOV,RUS,Men,4X10KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Alexander BOLSHUNOV,RUS,Men,4X10KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Alexey CHERVOTKIN,RUS,Men,4X10KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Denis SPITSOV,RUS,Men,4X10KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Jean Marc GAILLARD,FRA,Men,4X10KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Maurice MANIFICAT,FRA,Men,4X10KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Clement PARISSE,FRA,Men,4X10KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Adrien BACKSCHEIDER,FRA,Men,4X10KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Iivo Niskanen,FIN,Men,50KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Alexander Bolshunov,RUS,Men,50KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Andrey Larkov,RUS,Men,50KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Simen Hegstad Krueger,NOR,Men,Combined 15+15K,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Martin Johnsrud Sundby,NOR,Men,Combined 15+15K,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Hans Christer Holund,NOR,Men,Combined 15+15K,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Johannes Hoesflot Klaebo,NOR,Men,Sprint 1.5KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Federico Pellegrino,ITA,Men,Sprint 1.5KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Alexander Bolshunov,RUS,Men,Sprint 1.5KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Martin Johnsrud Sundby,NOR,Men,Team Sprint,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Johannes Hoesflot Klaebo,NOR,Men,Team Sprint,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Denis Spitsov,RUS,Men,Team Sprint,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Alexander Bolshunov,RUS,Men,Team Sprint,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Maurice Manificat,FRA,Men,Team Sprint,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Richard Jouve,FRA,Men,Team Sprint,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Ragnhild Haga,NOR,Women,10KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Charlotte Kalla,SWE,Women,10KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Marit Bjoergen,NOR,Women,10KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Marit Bjorgen,NOR,Women,30KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Krista Parmakoski,FIN,Women,30KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Stina Nilsson,SWE,Women,30KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Ingvild Flugstad OESTBERG,NOR,Women,4X5KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Astrid Uhrenholdt JACOBSEN,NOR,Women,4X5KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Ragnhild HAGA,NOR,Women,4X5KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Marit BJOERGEN,NOR,Women,4X5KM Relay,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Anna HAAG,SWE,Women,4X5KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Charlotte KALLA,SWE,Women,4X5KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Ebba ANDERSSON,SWE,Women,4X5KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Stina NILSSON,SWE,Women,4X5KM Relay,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Natalia NEPRYAEVA,RUS,Women,4X5KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Yulia BELORUKOVA,RUS,Women,4X5KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Anastasia SEDOVA,RUS,Women,4X5KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Anna NECHAEVSKAYA,RUS,Women,4X5KM Relay,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Charlotte Kalla,SWE,Women,Combined7.5+7.5,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Marit Bjoergen,NOR,Women,Combined7.5+7.5,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Krista Parmakoski,FIN,Women,Combined7.5+7.5,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Stina Nilsson,SWE,Women,Sprint 1.5KM,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Maiken Caspersen Falla,NOR,Women,Sprint 1.5KM,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Yulia Beloruko,RUS,Women,Sprint 1.5KM,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Kikkan Randall,USA,Women,Team Sprint,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Jessica Diggins,USA,Women,Team Sprint,Gold
2018,Peyongchang,Skiing,Cross Country Skiing,Charlotte Kalla,SWE,Women,Team Sprint,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Stina Nilsson,SWE,Women,Team Sprint,Silver
2018,Peyongchang,Skiing,Cross Country Skiing,Marit Bjoergen,NOR,Women,Team Sprint,Bronze
2018,Peyongchang,Skiing,Cross Country Skiing,Maiken Caspersen Falla,NOR,Women,Team Sprint,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Oleksandr Abramenko,UKR,Men,Aerials,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Jia Zongyang,CHN,Men,Aerials,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Ilia Burov,RUS,Men,Aerials,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Mikael Kingsbury,CAN,Men,Moguls,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Matt Graham,AUS,Men,Moguls,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Daichi Hara,JPN,Men,Moguls,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Brady Leman,CAN,Men,Ski Cross,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Marc Bischofberger,SUI,Men,Ski Cross,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Sergey Ridzik,RUS,Men,Ski Cross,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,David Wise,USA,Men,Ski Halfpipe,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Alex Ferreira,USA,Men,Ski Halfpipe,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Nico Porteous,NZL,Men,Ski Halfpipe,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Oystein Braaten,NOR,Men,Ski Slopestyle,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Nick Goepper,USA,Men,Ski Slopestyle,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Alex Beaulieu-Marchand,CAN,Men,Ski Slopestyle,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Hanna Huskova,BLR,Women,Aerials,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Zhang Xin,CHN,Women,Aerials,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Kong Fanyu,CHN,Women,Aerials,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Perrine Laffont,FRA,Women,Moguls,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Justine Dufour-Lapointe,CAN,Women,Moguls,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Yulia Galysheva,KAZ,Women,Moguls,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Kelsey Serwa,CAN,Women,Ski Cross,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Brittany Phelan,CAN,Women,Ski Cross,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Fanny Smith,SUI,Women,Ski Cross,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Cassie Sharpe,CAN,Women,Ski Halfpipe,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Marie Martinod,FRA,Women,Ski Halfpipe,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Brita Sigourney,USA,Women,Ski Halfpipe,Bronze
2018,Peyongchang,Skiing,Freestyle Skiing,Sarah Hoefflin,SUI,Women,Ski Slopestyle,Gold
2018,Peyongchang,Skiing,Freestyle Skiing,Mathilde Gremaud,SUI,Women,Ski Slopestyle,Silver
2018,Peyongchang,Skiing,Freestyle Skiing,Isabel Atkin,GBR,Women,Ski Slopestyle,Bronze
2018,Peyongchang,Skiing,Nordic Combined,Eric Frenzel,GER,Men,Ind. K90 (70M),Gold
2018,Peyongchang,Skiing,Nordic Combined,Akito Watabe,JPN,Men,Ind. K90 (70M),Silver
2018,Peyongchang,Skiing,Nordic Combined,Lukas Klapfer,AUT,Men,Ind. K90 (70M),Bronze
2018,Peyongchang,Skiing,Nordic Combined,Johannes Rydzek,GER,Men,Sprint K120,Gold
2018,Peyongchang,Skiing,Nordic Combined,Fabian Riessle,GER,Men,Sprint K120,Silver
2018,Peyongchang,Skiing,Nordic Combined,Eric Frenzel,GER,Men,Sprint K120,Bronze
2018,Peyongchang,Skiing,Nordic Combined,Eric FRENZEL,GER,Men,"Team, 4X5 KM",Gold
2018,Peyongchang,Skiing,Nordic Combined,Vinzenz GEIGER,GER,Men,"Team, 4X5 KM",Gold
2018,Peyongchang,Skiing,Nordic Combined,Fabian RIESSLE,GER,Men,"Team, 4X5 KM",Gold
2018,Peyongchang,Skiing,Nordic Combined,Johannes RYDZEK,GER,Men,"Team, 4X5 KM",Gold
2018,Peyongchang,Skiing,Nordic Combined,Joergen GRAABAK,NOR,Men,"Team, 4X5 KM",Silver
2018,Peyongchang,Skiing,Nordic Combined,Jarl Magnus RIIBER,NOR,Men,"Team, 4X5 KM",Silver
2018,Peyongchang,Skiing,Nordic Combined,Espen ANDERSEN,NOR,Men,"Team, 4X5 KM",Silver
2018,Peyongchang,Skiing,Nordic Combined,Jan SCHMID,NOR,Men,"Team, 4X5 KM",Silver
2018,Peyongchang,Skiing,Nordic Combined,Mario SEIDL,AUT,Men,"Team, 4X5 KM",Bronze
2018,Peyongchang,Skiing,Nordic Combined,Bernhard GRUBER,AUT,Men,"Team, 4X5 KM",Bronze
2018,Peyongchang,Skiing,Nordic Combined,Lukas KLAPFER,AUT,Men,"Team, 4X5 KM",Bronze
2018,Peyongchang,Skiing,Nordic Combined,Wilhelm DENIFL,AUT,Men,"Team, 4X5 KM",Bronze
2018,Peyongchang,Skiing,Ski Jumping,Kamil Stoch,POL,Men,Large Hill,Gold
2018,Peyongchang,Skiing,Ski Jumping,Andreas Wellinger,GER,Men,Large Hill,Silver
2018,Peyongchang,Skiing,Ski Jumping,Robert Johansson,NOR,Men,Large Hill,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Andreas Wellinger,GER,Men,Normal Hill,Gold
2018,Peyongchang,Skiing,Ski Jumping,Johann Andre Forfang,NOR,Men,Normal Hill,Silver
2018,Peyongchang,Skiing,Ski Jumping,Robert Johansson,NOR,Men,Normal Hill,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Johann Andre FORFANG,NOR,Men,Teams,Gold
2018,Peyongchang,Skiing,Ski Jumping,Robert JOHANSSON,NOR,Men,Teams,Gold
2018,Peyongchang,Skiing,Ski Jumping,Andreas STJERNEN,NOR,Men,Teams,Gold
2018,Peyongchang,Skiing,Ski Jumping,Daniel Andre TANDE,NOR,Men,Teams,Gold
2018,Peyongchang,Skiing,Ski Jumping,Richard FREITAG,GER,Men,Teams,Silver
2018,Peyongchang,Skiing,Ski Jumping,Karl GEIGER,GER,Men,Teams,Silver
2018,Peyongchang,Skiing,Ski Jumping,Stephan LEYHE,GER,Men,Teams,Silver
2018,Peyongchang,Skiing,Ski Jumping,Andreas WELLINGER,GER,Men,Teams,Silver
2018,Peyongchang,Skiing,Ski Jumping,Stefan HULA,POL,Men,Teams,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Maciej KOT,POL,Men,Teams,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Dawid KUBACKI,POL,Men,Teams,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Kamil STOCH,POL,Men,Teams,Bronze
2018,Peyongchang,Skiing,Ski Jumping,Maren Lundby,NOR,Women,K90 Individual,Gold
2018,Peyongchang,Skiing,Ski Jumping,Katharina Althaus,GER,Women,K90 Individual,Silver
2018,Peyongchang,Skiing,Ski Jumping,Sara Takanashi,JPN,Women,K90 Individual,Bronze
2018,Peyongchang,Skiing,Snowboard,Nevin Galmaini,SUI,Men,Giant Parall.S.,Gold
2018,Peyongchang,Skiing,Snowboard,Sangho Lee,KOR,Men,Giant Parall.S.,Silver
2018,Peyongchang,Skiing,Snowboard,Zan Kosir,SLO,Men,Giant Parall.S.,Bronze
2018,Peyongchang,Skiing,Snowboard,Shaun White,USA,Men,Half-Pipe,Gold
2018,Peyongchang,Skiing,Snowboard,Ayumu Hirano,JPN,Men,Half-Pipe,Silver
2018,Peyongchang,Skiing,Snowboard,Scotty James,AUS,Men,Half-Pipe,Bronze
2018,Peyongchang,Skiing,Snowboard,Ramona Theresia HOFMEISTER,SUI,Men,Parallel Slalom,Gold
2018,Peyongchang,Skiing,Snowboard,LEE Sangho,KOR,Men,Parallel Slalom,Silver
2018,Peyongchang,Skiing,Snowboard,Zan KOSIR,SLO,Men,Parallel Slalom,Bronze
2018,Peyongchang,Skiing,Snowboard,Redmond Gerard,USA,Men,Slopestyle,Gold
2018,Peyongchang,Skiing,Snowboard,Max Parrot,CAN,Men,Slopestyle,Silver
2018,Peyongchang,Skiing,Snowboard,Mark McMorris,CAN,Men,Slopestyle,Bronze
2018,Peyongchang,Skiing,Snowboard,Pierre Vaultier,FRA,Men,Snowboard Cross,Gold
2018,Peyongchang,Skiing,Snowboard,Jarryd Hughes,AUS,Men,Snowboard Cross,Silver
2018,Peyongchang,Skiing,Snowboard,Regino Hernandez,SPA,Men,Snowboard Cross,Bronze
2018,Peyongchang,Skiing,Snowboard,Ester Ledecka,CZE,Women,Giant Parall.S.,Gold
2018,Peyongchang,Skiing,Snowboard,Selina Joerg,GER,Women,Giant Parall.S.,Silver
2018,Peyongchang,Skiing,Snowboard,Ramona Theresia Hofmeister,GER,Women,Giant Parall.S.,Bronze
2018,Peyongchang,Skiing,Snowboard,Chloe Kim,USA,Women,Half-Pipe,Gold
2018,Peyongchang,Skiing,Snowboard,Liu Jiayu,CHN,Women,Half-Pipe,Silver
